f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
-0.7279852892711134,2.3022465191436163,0.6952927266643856,-1.99521628462993,-1.3046578850940063,-1.7330831728717921,-2.6635446965085947,1.1974231998049074,-2.1006531584153363,3.5682030980413186,0
-1.1694567772480726,-0.22784269907846422,0.4918144010879626,-1.1046053315584103,-0.09234224622666869,0.8473431163438045,-1.0382832367759103,-0.8571723738917058,-1.0483194056261063,0.11988694136112305,0
-0.033424842544229394,-2.191787235051112,-0.4578169695901857,-0.20706986175942,-2.137489513357352,-2.7980141894739727,0.6579892971621975,-0.5791288370068761,-1.0511538337688415,-0.02188010574421706,0
-1.9468422838745598,0.8059944577406621,-1.276618200244661,-2.729162161513636,-1.7256687524695804,-2.503886235302519,-0.333311272345997,-0.7483831806910334,0.30901891057768305,2.334737221241192,0
-1.4971313772269632,-1.6518614884548029,1.791782273613359,-0.7127219584982558,-0.8105741141111513,-1.2662182833763125,-1.4508668813885506,-0.0001316862269378586,-1.1285413040720775,0.5035299949822948,0
1.722588803244586,-0.4679461363929326,0.7833042370887136,1.5013328397572527,1.2021676634944154,0.0190407012366256,-0.943936533531003,3.284118201287884,1.5173675020851447,-1.5495941129091597,0
1.5365716304800685,-0.9439461125475275,0.40787905089749094,4.032668976855663,2.641788257027642,0.1756507652501842,-1.485802645366163,0.049591827661585874,1.4157876057798386,-0.8963358850067561,0
0.29920559958694226,-2.656880703826535,-1.3882924314848524,1.1809603777688154,1.2725475031082412,1.326644295772762,-0.10538123553650958,-0.940977261282717,1.327770606470265,-3.2894612962077927,1
1.433095412164637,-0.8101663176259037,1.5355307733718824,-1.1850965017050585,-0.7101061018881976,-0.19728647930348608,-3.183462421702091,-0.622127480356389,-1.4918074521548381,-1.4066357432600267,0
-0.2242056775478991,-2.866541877687681,1.5329782475310847,0.04483608563536934,0.040914996850195694,-0.49407281055106833,0.7848601710104555,0.13822523650184043,2.094405018222671,-2.8119919479520705,1
-1.077931713812459,-0.5054296493465505,-0.5160265317217283,1.0433729965629779,0.5641654527274199,-1.2478126021800142,0.03627104593644481,0.8468537431799008,1.1290245868593696,1.0183941400561398,1
0.019007840997891323,-3.1462489018619655,-1.4679181776388008,1.1249613938059064,-1.1867836256919093,-3.2557437342967406,-1.1130054810212253,0.16325562629216542,-0.80372393165229,-0.1444698805497647,0
-3.25602910252437,0.9714875328370363,0.999991005059611,3.230503392829818,-0.6172148949458813,-4.655683023649075,3.8265936703634127,-0.5142094443630262,0.07671593676219302,6.842191224641153,1
-1.1856400191238865,-3.110258195631649,-3.329503797508129,-1.0103017877162686,-3.584482346231499,-3.2528820018852596,1.021403108124168,-0.06439754062470791,-3.3432382881948133,0.7351387705516366,0
-0.9325249127755024,-1.6025059894905367,0.015784773360650053,-1.5091376587939378,-2.020447517931433,-1.9673359617278514,-1.4597003069903407,-1.1315053013521625,-2.2284327780779405,0.6371504420728854,0
4.130235456435149,0.9173924532126094,-0.05474639567621555,3.3872639777664597,0.3357050066576225,2.3327134428113205,3.197428131995303,-0.20292395653422776,-1.95898049479226,-1.5185789266599476,1
2.413928568288889,-3.923218629771842,-0.11036475929185985,2.07345705291366,0.5611381154949479,-0.6180944322202914,-2.249786207921729,0.31992786184477334,0.30359449599623056,-3.979419611870277,0
0.24815660925046334,-1.8491200456988812,0.1361246340758442,0.7169693159671581,0.03052096705175745,0.7536367034744034,0.5317800887580025,2.485313924533686,-0.5467787036633558,-1.7585779916288962,1
-2.76366389396504,-3.733866415186328,-0.047058540774386516,2.7974582075596492,0.9957172440721129,-2.6637510983404145,-1.2695574446780868,1.321880992159802,0.7161166810439858,1.0543353582284787,1
2.6128705691506653,-0.3101712252227362,0.16940307491206952,1.553621260547529,1.495467241375142,-0.2839000538930394,-1.5122612260907744,-1.6048043108980627,2.552970634875854,-2.1895559874009782,0
0.2687190642394861,-0.13900839542066845,0.8544377511405561,3.1150593915850715,2.0832033572541624,-0.3143450476714573,-0.8415647811562574,1.035916209432034,1.2541624929701032,0.6492327701689616,0
-2.4685601112260445,-3.9588963590857498,-0.26281684252611515,-1.7150953129024564,-1.380762430292288,-0.9492730259523385,4.153930825428339,-0.8857356006337547,2.973890815405137,-3.043830596865023,1
1.6063022137754848,-1.2452968553972228,-0.4753234176821889,-0.06268686880709984,-1.6167176701779407,-3.1997631288240944,-0.30596146804956526,1.2082747406521392,0.3981238838809058,-0.5400468965008818,0
-3.7082928185336854,-1.9889105238198985,0.5285392018314015,-1.732254002729456,-1.41282762825403,-0.9841042389196683,-0.8439825451778141,-0.24977261204038337,-2.268799327857727,1.5845444441187753,0
